Name,Age,Income,Satisfaction,Feedback
Tracy Gordon,72.0,47470.12911679185,Medium,
Patrick Morgan,56.0,29271.25572803089,High,Negative
Jeffrey Hall,23.0,37228.25795470978,High,
Ryan Holmes,18.0,54229.66892891447,Medium,
Cody Ward,65.0,66576.39158985548,High,Negative
Tamara Ward,76.0,37247.48799383338,Low,Neutral
Sharon Hall,41.0,44435.07335580796,Low,
Brian Rivas,57.0,54665.49941011199,,Positive
Joshua Johnson,26.0,40208.82030416356,Medium,Neutral
Lisa Bradley,72.0,28732.688504649315,Medium,Positive
David Leonard,39.0,58676.01655393905,High,
Lauren Perkins,46.0,74063.06613658468,High,
Tracy Nielsen,63.0,31981.05336023211,Medium,Neutral
Brianna Morris,32.0,56440.74490036139,Low,Neutral
Brandon Howard,21.0,34377.29094883552,Medium,Negative
Cesar Austin,33.0,42597.46766557363,Low,
Travis Young,39.0,58863.26135549808,Medium,Positive
Jeffrey Munoz,30.0,47034.982419228465,Low,
Benjamin Allen,42.0,41912.43385952356,Low,Negative
Dawn Solomon,45.0,76153.63897634775,Medium,Positive
Catherine Conner,,49442.981723687655,Low,Positive
Glenn Rodriguez,77.0,60226.344467162926,Medium,Negative
Carrie Wheeler,,32426.08183999873,Low,Neutral
Douglas Juarez,40.0,64308.27305813435,Low,Negative
Margaret Brown,,43388.307171886874,Low,Positive
Monica Cain,79.0,52855.73901296126,Low,
Paul Villegas,30.0,64084.60752079746,High,
Jacqueline Stephens,76.0,24522.145252675724,Low,Neutral
Judy Shaw,32.0,35742.57611351879,Medium,Neutral
Kevin Cole,33.0,38455.203708911344,Low,Negative
Michael Oconnor,70.0,43087.372020881674,Medium,Positive
Frank Coffey,,51837.83686834334,High,Negative
Lisa West DDS,37.0,89456.02917881412,Low,Neutral
Robert Turner,46.0,55519.20756770271,High,Positive
Chelsea Robinson,,29720.85707354192,Low,
Kevin Moore,18.0,27041.729384550734,Low,Negative
Valerie Rios,63.0,48636.728117946746,High,Neutral
Haley Stokes,39.0,60864.95886097767,High,
Becky Avila,73.0,57533.883029002376,Low,
Amanda Miller,26.0,34762.33082330668,Medium,
Blake Andrews,68.0,35270.21416154712,High,
Amanda Miller,54.0,,High,
Andrea Rhodes,76.0,65129.35112075927,,
Eric Patel,69.0,,Low,Positive
Carl Williams,,37616.88982787037,Low,Negative
Gary Flores,24.0,36884.6546741121,High,Neutral
Mark Mays,24.0,55388.1942056635,High,
Daniel Johnson,43.0,36270.651129724574,Low,Positive
Stephanie Frey,45.0,28590.085595467117,Medium,Positive
Bill Weiss,28.0,44521.385984205066,Low,Positive
Teresa Martinez,32.0,20942.525513642187,Medium,Negative
Danny Wright,,61122.44310255404,Low,Positive
Nicole Stewart,,58369.998065886415,High,Negative
Jeremy Edwards,24.0,92380.5980271796,Low,
Allen Evans,31.0,44835.34251725183,Medium,Positive
Michael Richards,74.0,54806.77061234707,Low,
Jennifer Mitchell,39.0,57380.22801148878,High,
Kelly Crawford,59.0,37924.870560603806,Medium,Negative
James Williams,56.0,,High,Positive
Patrick Sandoval,78.0,43244.6399204253,Medium,Positive
Kristen Hickman,64.0,41674.91730726264,Low,Neutral
April Mcgee,21.0,35924.15719434035,High,
Raymond Jackson,41.0,59969.3137633569,Medium,Neutral
Alicia Franco,31.0,13325.45271052167,Low,Neutral
Carlos Smith,,76901.04792266781,High,Neutral
John Brown,76.0,48593.08159106148,High,
David Johnson,64.0,16265.861106921104,High,Negative
Jeremy Lin,,48161.458248409894,Medium,Negative
Aaron Saunders,56.0,45159.7854390631,High,Neutral
Paul Bridges,64.0,-13952.837107741674,High,Neutral
Mark Martin,22.0,48476.343669909955,Low,Negative
Meredith Gonzalez,20.0,35995.21234444511,Medium,Negative
William Horton,52.0,29773.68137135884,Low,
Aaron Hernandez,34.0,36667.042819823815,Medium,Neutral
Angela Peters,25.0,47541.8770876721,Low,Neutral
Robin Ortiz,48.0,41780.57481772096,High,Positive
Megan Dorsey,39.0,43074.53995691605,Medium,Positive
Daniel Smith,38.0,61898.828791744105,Low,
Sabrina Padilla,30.0,36643.33780691108,Medium,
Kyle Myers,,36071.06961376303,Medium,Negative
Megan Tate,49.0,61102.04330266017,High,Neutral
Gina Baker,27.0,58623.89742010322,High,Positive
Joshua Henderson,61.0,46581.864013094644,High,
Mrs. Jessica Villa,20.0,52180.44178738409,Low,
Pamela Jones,,37933.029364813556,High,Negative
Austin Huffman,22.0,14743.724251282001,Medium,Negative
Cynthia Farmer,44.0,52838.43004767356,High,
Lauren Allen,55.0,62678.79060763864,High,Negative
James Smith,73.0,70142.22243773397,High,Neutral
Kevin Cook,64.0,54637.07260082372,High,
Jacob Lane,62.0,54107.82426913973,Medium,Neutral
Robert Anderson,52.0,35721.27850742029,Medium,Positive
Linda May,59.0,77065.06650156042,Low,Neutral
Kristy Martin,65.0,59441.824317183826,High,Negative
Kevin Morgan,30.0,57200.36249555378,Medium,Negative
Bryan Allison,30.0,55941.23785460266,Medium,Negative
Ronald Hill MD,69.0,56673.336308407255,Low,Neutral
Amanda Johnson,79.0,58528.43529416569,High,Positive
Philip Lopez,22.0,47514.85193553287,Medium,Neutral
Lisa Williamson,60.0,58400.85048363154,Medium,Negative
Scott Flores,42.0,41458.73668743187,High,Positive
Ashley Johnson,68.0,37650.23832995178,Low,Neutral
Suzanne Ryan,35.0,50358.03338114937,Low,
Leslie Scott,75.0,39459.919130209084,Medium,
Stephanie Galloway,45.0,42368.12934740323,Low,Neutral
Rebecca Smith,61.0,42105.84969231403,Medium,Positive
Aaron Waller,,42942.930513832085,Medium,Negative
Trevor Harris,52.0,18889.777198411975,Low,
Kim Watkins,70.0,59053.545584654436,Medium,
Jose Kidd,47.0,29863.983628519974,High,Negative
Christian Maldonado,19.0,47472.06541284462,High,Neutral
Victoria Williams,72.0,55435.435627906954,Low,Positive
Gary Lloyd,62.0,55755.573666155986,High,Neutral
Jocelyn Obrien DDS,40.0,55818.19395757203,Medium,Positive
Brian Johnson,48.0,54213.34291193944,Low,
Sheena Calderon,67.0,58656.74615938417,Low,Neutral
Douglas Montoya,36.0,39423.752599481624,Medium,Neutral
Kristine Lee,22.0,50384.92076526562,Low,
James Spencer,37.0,59588.846610978595,High,Neutral
Douglas Roach,78.0,,Medium,Positive
Daniel Brown,67.0,65023.989404368665,Medium,Positive
Richard Harris,48.0,49845.59702704532,Medium,Negative
Peter Edwards,55.0,65548.10368253019,Low,Neutral
Ryan Alvarez,51.0,53201.5193741864,Medium,Positive
Joshua Williams,32.0,45415.88645073847,High,Negative
Theresa Hoffman,36.0,53266.53433459939,High,Positive
Marc Alexander,,85490.65982196893,High,
Kimberly Jones,69.0,54745.67852382103,Low,Negative
Michael Warner,41.0,42046.17409482788,High,Negative
William Mendoza,75.0,53415.7149918977,Medium,Positive
James Baker,74.0,33219.47726300702,High,Negative
Derrick Garrett,48.0,49649.50961068012,Medium,
Anita Lowe,75.0,62560.720054806705,Low,Neutral
Carmen Walton,18.0,46922.2928899283,Low,
Joann Davis,,21410.105131696648,Low,Negative
Taylor Wyatt,73.0,53621.43008183821,High,Negative
Sarah Carter,73.0,43065.44842517606,Medium,Neutral
Michael Hall,78.0,70180.62258339522,Medium,
Henry Moore,,49904.740294920666,High,Negative
Herbert Shaw,62.0,49819.53149817915,Low,Neutral
Frank Ford,20.0,,Medium,Neutral
Alison Graham,43.0,43347.830552159794,Low,Negative
Timothy Walls,57.0,63601.30991461803,High,
Andrew King,51.0,56169.52278237144,Low,Negative
Ryan Nguyen,23.0,63442.038563153066,High,Neutral
Charles Sanchez,76.0,63347.347396115096,Low,Positive
Tristan Morris,38.0,43444.455105588044,Low,Negative
Douglas Snow,45.0,66920.11382046841,High,
Sarah Berger,35.0,57099.671358975575,High,
Robert Schaefer,72.0,76672.84387650662,High,Neutral
Brian Curtis,46.0,54636.265220834764,Medium,Neutral
Connie Carter,70.0,52870.78215124982,Low,Positive
Emily Contreras,40.0,28664.02615027884,Medium,Negative
Emily Baker,64.0,40235.740779298234,High,
Michael Garcia,29.0,,Low,
Megan Little,36.0,62864.860128876426,High,Negative
Patricia Hall,31.0,40659.21238199839,,Neutral
Lisa King,,75819.134103374,High,
Sheryl Valdez,44.0,62304.75279920244,,
Denise Goodwin,31.0,,High,
Evelyn Mcfarland DDS,62.0,21713.625024343324,Medium,Positive
Brittany Weeks,18.0,44040.631868032506,,Negative
Matthew Ramsey,65.0,26877.715565989813,Medium,Neutral
Christine Martin,66.0,,,Negative
Daniel Kennedy,,37052.31483011966,Medium,Positive
Gary Poole,54.0,44748.643404225055,Medium,
Mr. Jordan Christensen MD,,69968.53724587637,High,Negative
Joseph Robinson,65.0,50948.35524956054,Low,Negative
Natasha Brown,30.0,37742.24221736516,Low,Neutral
Kelly Chaney,,41638.783138122875,Low,Neutral
Kathleen Martinez,63.0,54195.80169593613,Medium,Neutral
Jeffrey Rivera,76.0,64668.28247309707,High,Neutral
Mr. William Marsh Jr.,52.0,56433.92340693112,Low,Neutral
Brendan Taylor,51.0,49452.35220468456,Low,Negative
Mr. Dustin Collins,33.0,27579.64184561384,High,Neutral
Juan Smith,51.0,61935.96291696269,High,Positive
Chelsea Fleming,,35211.12171684696,Low,Positive
Jared Bailey,68.0,70127.05765457472,High,Neutral
Kimberly Griffin,77.0,52092.41522438453,Medium,Positive
Natalie Santana,29.0,64618.07686075643,High,
Gabrielle Cummings,51.0,64478.39824911191,High,Negative
Carl Campbell,79.0,34084.098197559215,High,Neutral
Lisa Campbell,35.0,59067.20579566081,Medium,
Kelli Swanson,57.0,47513.43926227101,Medium,Negative
Elizabeth Mayo,42.0,42828.32396102113,High,Neutral
Deborah Barnett,,50584.002722669225,High,
Thomas Ward,27.0,48507.470110149756,High,
Gary White,68.0,64284.35874425386,Low,Neutral
Thomas Chambers,75.0,,Medium,
Dennis Schroeder,27.0,54945.95335397472,High,Positive
Alan Burnett,66.0,58749.10081063531,High,Positive
Kristy Jones,44.0,68425.21235718558,Medium,Negative
Jennifer Logan,48.0,67041.05601107248,Low,Positive
Joseph Willis,,48232.587154794186,Medium,Positive
George Hoover,75.0,41895.76498053632,Medium,Negative
Steven Faulkner,59.0,45113.96163078796,High,Negative
Zachary Hicks,28.0,59016.966609098556,High,
Cindy Carpenter,21.0,52839.27292078287,Low,Positive
Richard Holland,64.0,33279.07643589869,High,Negative
Alyssa Owens,78.0,60215.33357366317,Low,Neutral
Michael Torres,64.0,59314.129951642026,Medium,
Matthew Harris,68.0,32749.465568028925,High,Neutral
William Serrano,77.0,59502.15170089847,Low,Neutral
Kelly Green,54.0,,Medium,Positive
Brett Phillips,58.0,51022.91421527929,High,
Michelle Thomas,67.0,40550.48498269035,High,Neutral
Crystal Black,28.0,48408.61813834457,High,Positive
Kristin Bell,20.0,64004.44783583885,High,
John Cardenas,26.0,41437.30489186162,High,Positive
Jenna Huang,19.0,37663.23170324993,High,
Tracie Schmidt,73.0,46436.57934018131,Low,Neutral
Andrew Martinez,,40574.560159528286,High,Negative
Jonathan Marshall,40.0,62482.10461100378,High,
Kyle Clark,45.0,45363.306473597986,Low,Positive
John Logan,71.0,48164.44629745264,Low,Positive
Carlos Hernandez,60.0,56808.52173806066,High,
Alexandria Oliver,51.0,55114.31894809008,Low,Negative
Debbie Golden,67.0,46369.237062197586,,Negative
Donald Hoover,48.0,33922.964671244976,Low,
Rebecca Guzman,52.0,36016.45891330692,Medium,Positive
Martha Stevenson,25.0,77661.42923144446,High,Positive
Austin Spears,57.0,15884.725726644101,High,Negative
Kyle Williams,41.0,49303.01927012856,High,Positive
Megan King,71.0,34392.78691885347,Medium,Positive
Brent Huang,44.0,30913.817750045684,,Negative
Teresa Ruiz,60.0,78738.28794492637,Medium,
Joseph Rodriguez,19.0,,Low,Positive
Melissa Burnett,36.0,28035.614359285413,Low,
Sarah Giles,56.0,80964.906475329,High,Positive
Deanna Ramos,,72695.93386675719,Low,
Jennifer Trujillo,58.0,62818.12262038172,Low,
Pam Dickson,27.0,53293.71761843085,Low,Positive
Mr. Robert Wiggins,51.0,21599.00727705591,High,
Jose Holden,26.0,33941.909630373,Low,Negative
Julia Smith,29.0,61613.745733429205,High,
Matthew Salazar,67.0,51288.34056182829,Medium,Positive
Brian Wright,76.0,53994.90469505973,Low,Neutral
David Fitzgerald,24.0,68152.7981640688,Low,Neutral
David James,62.0,75251.9815916485,,
Mario Bates,28.0,41170.915891306664,Medium,Positive
John Wright,,81276.18706948085,High,Neutral
Laura Harris,66.0,59935.713463811626,Medium,Neutral
Ashley Esparza,,66123.75227688998,Low,Neutral
Tracey Collier,43.0,39055.43986105363,High,
Edward Vasquez,50.0,56581.55101928545,High,
Dawn Shaw,49.0,30027.45819502436,High,
Justin Wright,54.0,72616.57514142296,Low,Negative
Stephanie Gonzalez,64.0,56547.77224823061,Low,Neutral
Billy Navarro,25.0,58754.070974389484,High,
Christian Kelley,65.0,65144.86956622415,Medium,Positive
Kristin Warren,59.0,74597.18096243209,Low,Neutral
Jennifer Lynch,68.0,36384.81605780626,Medium,
Kathleen Garcia,25.0,38038.81682361298,Low,Neutral
Adam Morales,24.0,69234.1066126832,,Negative
Todd Allen,19.0,65024.31352236705,Low,Negative
Michael Jones,38.0,,Low,Negative
Daniel Mack,18.0,41316.00773584512,Low,Negative
Anthony Webster,24.0,28867.77401729364,Low,Positive
Christopher Johnson,72.0,26358.417095141886,High,Negative
Catherine Armstrong,31.0,30206.11915385327,High,Positive
Christopher Williams,76.0,,Low,
Sean Smith,65.0,60100.693184212,Medium,
Tina Salas,52.0,37485.94337092625,High,Neutral
Leah Pruitt,28.0,50597.05510703098,Medium,
Kevin Ward,72.0,43154.723840063714,Medium,Positive
Melissa Andrews,72.0,69707.65440316091,High,
Rachel Anderson,58.0,55825.62317885079,High,
Jonathon Zimmerman,78.0,33464.31505761895,Medium,
Wyatt Baker,64.0,50719.38723351157,High,Positive
Brenda Greene,29.0,,High,Negative
Hannah Riley,77.0,21389.011045245872,High,Positive
Andrew Garcia,43.0,66289.72989758433,Medium,Positive
Aaron Gallagher,23.0,,High,Negative
Caleb Bell,,58748.01105797801,Medium,Negative
Joshua Brown,,50611.414479446,Low,Negative
Dale Camacho,66.0,47919.925515851544,Low,Negative
Melissa Perry,37.0,48451.82688506227,Medium,
Daryl Morgan,42.0,27710.041739742166,High,
Jasmine Potter,34.0,61754.76331847688,High,Positive
April Sandoval,79.0,47782.4216191426,Low,Positive
Kenneth Green,49.0,71743.38685544327,High,
Robert Thompson,54.0,49111.643527558,High,
Laura Little,48.0,42342.81306281091,Medium,Neutral
Joshua Baker,19.0,61405.66386797254,High,Negative
James Robinson,34.0,43988.8152554786,High,Neutral
Jacqueline Neal,73.0,62307.159294995545,Medium,
Barbara Santos,75.0,45470.64116108222,High,
Richard Parker,38.0,57996.368179397134,Medium,
Katie Randall,19.0,48842.98099116952,High,Neutral
Destiny King,66.0,48518.955876005195,High,Neutral
Cameron Ross,79.0,,High,Neutral
Scott Crosby,66.0,48834.939558267215,High,Positive
Ricky Wallace,72.0,27658.09244767826,Medium,
Nathan Perry,50.0,44769.60279953726,Low,
Tara Newton,51.0,55610.920598497316,Medium,Positive
Vincent Lopez,23.0,53149.73127628754,Medium,Negative
Emily Sexton,72.0,88798.0219484955,High,Positive
Angela Leonard,23.0,52173.646870289514,High,
Samantha Singleton,53.0,77686.89371632333,Medium,Neutral
Amber Black,27.0,55678.16954306441,,
Isabel Harris,21.0,45392.77695385219,Medium,Negative
Jeremy Willis,67.0,50200.12007150116,Medium,
Robert Marshall,48.0,41943.621619477955,Low,Negative
John Pacheco,30.0,74074.24639333677,Medium,Negative
Kelli Olson,40.0,54960.88858456908,,Positive
Brian Campbell,,53095.86721972237,Medium,Neutral
Kristina Moore,46.0,42176.07992078211,High,Neutral
Andrew Hernandez,38.0,25466.518067434212,Medium,
Chelsea Martin,60.0,65152.20763125834,High,
Trevor Shaw,39.0,63470.0327743092,High,Negative
Kelly Marsh,,44746.205690693474,Medium,Positive
Evan Smith,74.0,53467.62482360407,Medium,Neutral
Nicole Thompson,36.0,53556.61529205143,Medium,Neutral
Tracy Gutierrez,20.0,41262.907181501665,Medium,
Jeffery Adkins,,30849.63854690284,Medium,Negative
Tammie Robinson,24.0,72956.13870874283,Medium,
Nicole Washington,30.0,48094.92926504388,High,Positive
Lisa Rowe,34.0,56613.800430055235,High,
Jonathan Stevens,26.0,53645.420020025966,High,Positive
Roberto Blankenship,65.0,67494.3076323588,Low,
Daniel Hill,19.0,63768.84204203525,Medium,Neutral
Jennifer Arias,50.0,51709.25916059292,Medium,
Jodi Cabrera,55.0,47064.983349553484,Low,Positive
Sean Warren,20.0,48205.216633583375,Medium,
Jacob Kelly,,64260.75222764359,Medium,
Laura Kim,37.0,66158.32916600905,High,
Ellen Jackson,45.0,45899.481766172015,Medium,
Leah Carter,62.0,54717.11126761651,High,
Stephanie Mclean,25.0,59934.43367547731,Medium,Negative
David Garcia,49.0,35736.216549527555,Medium,Neutral
Brandon Page,22.0,52165.67726052825,,Negative
Karen Moore,59.0,51408.61285500695,Low,Negative
Sally Garrison,24.0,19669.387407735794,Medium,Negative
Paul Lee,62.0,61300.56472487753,,
Joel Burton,56.0,43730.75210212478,High,Negative
Mike Stevens,36.0,60034.28387805082,Low,
Maria Johnson,50.0,57361.966326404116,High,
David Stout,20.0,69615.47925069589,Low,
Dakota Murray,35.0,67156.53208067763,Low,
Chad Bradley,20.0,35888.41389715412,High,
Sherri Barnes,20.0,30746.01347971929,High,
Meghan Howell,33.0,45949.2773442508,Low,
Susan Robertson,61.0,56487.08843978924,Low,Positive
Michael Murray,,49242.704324397964,Medium,
Dana Wade,46.0,56583.32556224922,Low,
Melissa Nguyen,24.0,46588.87428646821,Medium,Negative
Kenneth Lopez,79.0,47709.00588292031,Medium,
Kathleen Day,37.0,55196.49069196346,Low,Negative
Virginia Jefferson,58.0,58750.96598195136,Low,Neutral
Stephanie Gomez,79.0,19642.583687911032,Low,Negative
Mrs. Tiffany Blair,38.0,50432.27384449552,Medium,Negative
Erica Alexander,52.0,37633.282113928915,Low,Positive
Jacob Black,53.0,35084.17357802456,Low,Negative
Samantha Powell,74.0,66375.6812099815,Low,Neutral
Alexandra Day,58.0,12120.76226567068,Low,
Eric Black,57.0,28341.51016572025,High,
Kristina Stevens,,41023.10111486542,Low,Negative
Zachary Duran,57.0,45049.37299240546,High,Neutral
Tina Johnson,56.0,73205.9985126106,Medium,Negative
Sarah Sullivan,30.0,49836.481660027144,Low,
Ashlee Murray,72.0,49869.88487791943,Medium,
Brandon Larson,70.0,55570.04277386588,High,
Jasmine Johnson,77.0,55881.76253841005,Medium,Neutral
Donna Lopez,45.0,49152.398412919705,Low,
Stephen Scott,37.0,30251.61392998914,Low,Neutral
Marie Garcia,64.0,36176.53121348828,Low,Negative
Mary Vaughn,30.0,13827.685215717087,Low,
Jasmine Ramos,,46548.75172006378,Low,
David Murray,74.0,58183.894833685976,Medium,
George Juarez,70.0,50080.22386186611,High,Positive
Cody Davis,57.0,51957.871479565525,Low,
David Dickerson,,47186.86834964569,Medium,Negative
Joshua Hughes,25.0,55604.39286303613,Low,Positive
Randall Osborne,47.0,25873.690454605116,Low,Neutral
Olivia Miller,,42903.15535578303,Low,Negative
Tammy Boyd,36.0,50808.18428007728,High,Neutral
Denise Wilson,,50852.33636572629,High,
James Patterson,31.0,69993.41061165277,Low,
Patrick Bradley,46.0,59168.86023314294,High,
Morgan Cox,78.0,44131.1719914404,Medium,Neutral
Sarah Olson,77.0,,Medium,
Kirk Lewis,67.0,70921.74213249428,Low,Negative
Ronald Casey,71.0,62785.558558344725,Medium,
Stephen Marshall,38.0,,High,
Benjamin Haynes,60.0,13991.904265491343,High,Neutral
Jeremy Hopkins,42.0,78148.07693821727,Medium,Neutral
James Salas,34.0,31387.381683135358,Low,Positive
Brianna Pugh,59.0,39620.08850946946,High,
Mary Griffin,40.0,39165.76568094333,Low,Positive
Rhonda Carroll,25.0,50743.15155298258,,Positive
Gregory Morrow,22.0,53172.36523881709,Medium,
Jeremiah Bowers,31.0,42422.039486313945,Low,
Casey Lawrence,,46685.49378616754,High,Negative
Christopher Wilson,21.0,84357.13502395595,Low,Positive
Gregory Duarte,49.0,41451.96143904674,High,Negative
Christopher Nelson,26.0,57263.186976583995,Medium,Positive
Amy Everett,75.0,,Medium,Positive
Andrea Nichols,28.0,52643.75845252491,Low,
Kelly Johnson,,27081.652274101612,Medium,
Bruce Jones,77.0,84925.6216765552,,
Angela Chan,60.0,36400.887526053746,Medium,Positive
Adam Kidd,41.0,47019.84122571601,High,Neutral
William Kelly,67.0,28429.8899748255,Medium,
Robert Perry,21.0,67642.0010739612,Low,Neutral
Melissa Ross,41.0,53501.82227125565,Low,Positive
Ricardo Dunn,33.0,44020.94984168816,High,Positive
Jane Trevino,20.0,83929.82066604108,Medium,Positive
Latoya Yoder,73.0,50429.99353136389,Low,Positive
Charles Duran,74.0,66199.0963283279,High,Neutral
Jennifer Mills,71.0,56944.970251675404,High,
Joseph Hardy,24.0,52403.27621222721,Medium,Neutral
